content,brand,model,score,sentiment_original,neg,neu,pos,compound,sentiment_vader
Every good service system,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.508,0.492,0.4404,P
BArdzo polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Świetny aparat, piękny design i długo trzymająca bateria. Jak narazie bez zarzutów :)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.8,0.2,0.4588,P
"Najlepszy iPhone jaki kiedykolwiek miałem. Jest idealny w użytkowaniu, robi bajeczne zdjęcia, chodzi idealnie płynnie. Ekran bajka, wszystko robię jedną ręką. Bateria trzyma mniej więcej tyle, co wszystkie iPhone, które wcześniej używałem. Czyli jeden dzień normalnego użytkowania. Bateria szału nie robi, ale ja w IPhone się już przyzwyczaiłem. Polecam wszystkim z czystym sercem, mam go  miesiąc i żadnej ryski, ekran się nie rysuje i jest wytrzymały na upadki. Pozdrawiam.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"To było na prezent, ale chyba najnowszy iPhone nie może być kiepski. Jakościowo super. System - inny, wcale nie taki intuicyjny jak mówią. I to iCloud, dla niektórych bomba, dla mnie inwazja w prywatność. Wadą jest zdecydowanie cena. Ewidentnie płaci się za ""jabłko"". No ale co bym nie napisał to kupicie ;) Jeśli kogoś stać, to czemu nie spróbować ""innego podejścia""? Zawsze można wrócić do Androida. Ja mam i nie narzekam. Jak iPhone zrobi rysik do notatek, to kupię dla siebie ;)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.025,0.887,0.088,0.6705,P
"Mój pierwszy Iphone po wielu latach z androidem, nie żałuje, Jestem mega zadowolony, do pewnych różnic względem android trzeba się przyzwyczaić ale to kwestia 2-3 dni, niebawem kupuje kolejnego Iphona dla narzeczonej. Iphone 12 to wydajny telefon, bateria spokojnie wytrzyma dzień więc to standard, świetna jakość zdjęć, nawet nocnych, cudowne głośniki, choć muzyki słucham zdecydowanie w słuchawkach, mimo to jakość głośników jest super. Polecam spróbować przejścia na Iphona",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.049,0.898,0.053,0.0772,P
"Great product, nice color and very good delivery.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.331,0.669,0.8777,P
"Bardzo dobry, od lat używam produktów tej marki.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Szybka wysyłka, polecam sklep😍",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.7,0.3,0.4588,P
"Osobiście nie używam i prawdopodobnie nigdy nie będę używał żadnego iPhone z racji dużo lepszych telefonów z androidem ale dla osób związanych z marką, ceniących prostotę ale z klasą, wysoką jakość wykonania jak moja żona, z pewnością telefon się sprawdzi. Jak na razie (7 dzień użytkowania) telefon sprawuje się świetnie, bateria trzyma bez problemu cały dzień rozładowując w różnym stopniu co zapewne wynika ze sposobu użytkowania w danym dniu. Mistrzowska jakość wykonania. Trochę żenujący jest brak ładowarki 20W i słuchawek.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Spełnia nasze oczekiwania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Perfekcyjne wykonanie.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Super. Polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.204,0.796,0.5994,P
Zadowolony,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
super,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.0,1.0,0.5994,P
Extra,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Super,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.0,1.0,0.5994,P
Super,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.0,1.0,0.5994,P
++,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"mały, lekki. Troche dziwi brak czytnika palców (np pod ekranem jak u konkurencji) ale FaceID działa bardzo dobrze.
Na początku razi też gigantyczny notch na górze ekranu. Do braku fizycznego przycisku Home łatwo sie przyzwyczaić. Sam telefon i system operacyjny działa wyśmienicie, ale w tej klasie trudno oczekiwać czegoś innego",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Jakość wykonania rewelacyjna. Jak dla mnie rozmiar i waga bardzo odpowiednie. Aparat robi bardzo dobre zdjęcia. Ekran świetny, dopasowuje się do oświetlenia, co dobrze wpływa na oczy i ich zmęczenie. Bateria ładowana co 24 godz. Z tym mogło by być trochę lepiej. Podsumowanie jednak na duży plus.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Wygląda luksusowo, jak droga biżuteria, czyli świetnie. Działa niesamowicie szybko (wcześniej miałem iPhone 7 więc różnica jest kosmiczna). Ekran jest świetny, mimo 60 Hz, i pięknie wypełnia powierzchnię frontu. Obawiałem się, że będzie zbyt wielki ale po tygodniu niechcialbym innej opcji. Dla mnie 10/10.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.077,0.923,0.0,-0.5574,N
"To pierwszy iPhone kupiony jako prezent dla córki. Jest zachwycona. Póki co sprzęt działa bez zarzutu. Jest starannie wykonany, oferuje rozwiązania inne niż pozostałe marki dostępne na rynku. Moim zdaniem cena mogłaby być niższa choćby że względu na fakt, że nie jest wytwarzany w USA.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Córka po pierwszym IPhonie nie chciała już żadnych innych. Bardzo zadowolona z tego, że nie jest wielki jak to jest ostatnio że smartfonami. Do tego 12 mini nie jest okrojoną wersją 12, tylko mniejszy i tańszy. Jako płatnikowi też to ostatnie mi pasuje.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.079,0.921,0.0,-0.5574,N
Kwestia przyzwyczajenia. Jeśli masz SE czy 11Pro to nie kupuj. Jeśli koniecznie chcesz sprzet bez fizycznego przycisku to najlepszy wybór w tej cenie i tej wielkości. Obsługa trochę inna niż w starych iPhone'ach szczególnie z iOS15. Potem tylko jakieś Pro. Super ze są kolorowe.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.917,0.083,0.5994,P
Zależało mi takich gabarytach telefonu i w końcu się ukazał. Obsługi nie ma sensu opisywać bo to jak każdy iPhone. Jak dla mnie największa zaleta to poręczność! Obawiałem się nieco baterii ale w odniesieniu do 8-ki jest poprawa.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
To było moje pierwsze doświadczenie z zakupem fabrycznie odnowionego telefonu i mogę powiedzieć ze moim zdaniem warto. Wszystko od opakowania do telefonu wygląda tak samo jak z nowiutkim a kosztuje o 1000 zł taniej i do tego posiada roczną gwarancje.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Tu nie ma nad czym się rozwodzić. Cena idzie w parze z  niezmiennie wysoką jakością wykonania i niezawodnością. Zmiana na nowy model tylko dlatego że aplikacje przestały się starać o wsparcie szóstki a ta działała bez najnowszego zarzutu od lat.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Mam go dopiero od sześciu dni. Jest to mój pierwszy w życiu iPhone i póki co jestem zachwycony. Jakość wykonania, sprawne działanie, bateria póki co trzyma dłużej niż sądziłem po obejrzeniu kilku recenzji. Polecam!",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.105,0.895,0.0,-0.5983,N
"Zastanawiałeś sieę czy warto wydać więcej pieniędzy na lepszy telefon? Ja też. Podjęcie decyzji o wydatku rzędu kilku tysięcy szybko przestało mi uwierać, kiedy w codziennych zadaniach zaczął mi pomagać nowy Apple iPhone 12 Pro Max. Ja polecam.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Najwyższa jakość, telefon jest piękny, zarówno dla mężczyzny jak i kobiety. Działanie nie wymaga komentarza - najwyższa półka. Czas pracy na baterii 1 intensywny dzień wytrzymuje bez problemu, mniej intensywnie do 2 dni. Polecam.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Bardzo dobry, jednakże to pierwszy ios po latach na androidzie i wiele rzeczy jednak brakuje w systemie, które ma android. Jednak prędkość działania plus, bateria też spoko. Po aparacie spodziewałem się więcej. Wideo lepsze niż zdjęcia.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.175,0.825,0.0,-0.802,N
"Rewelacyjny! Przesiadka z iPhone 6s pokazała co Apple zrobił przez te kilka lat. Jakość zdjęć i filmów jest porównywalna z niejedną lustrzanką, a efekt rozmytego tła jest świetny!",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Wygląd Ok. Funkcjonalność i łatwość obsługi - jeśli już ktoś zna iOS to bardzo dobra. Jeśli nie, to  całkowita zmiana nawyków. Czas pracy na baterii - tak na 4, ale przy intensywnym użytkowaniu na 1 dzień z trudem starcza..",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Wiem, gadżet ale za to fajny! Ekran robi wrażenie. Zdjęcia, nie wiem jak to robi Apple, ale ich oprogramowanie robi różnicę. Niby parametry w opisach gorsze, ale ostatecznie oni robią swoje.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Całkiem spoko telefon przeniosłem się z iPhone 7 plus. Bałem się co do wielkości, ale ekran jest praktycznie taki sam a telefon jest bardziej poręczny. Bateria wytrzymuje jeden intensywny dzień.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"robi ładne zdjęcia, ekran widoczny w mocnym słońcu, bateria trzyma dwa dni przy normalnym użytkowaniu, prędkość działania bez zarzutu, wszystko szybko się uruchamia i działa płynnie",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Produkt godny polecenia! Bateria długo wytrzymuje, jakość wykonywanych zdjęć na wysokim poziomie w dodatku kolor i wielkość telefonu z odpowiednim etui nie odczuwa się aż tak małych gabarytów.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Mój poprzedni model to iPhone 6s plus, jestem zachwycona nowym nabytkiem. Ekran nie jest aż taki wielki jak nie którzy piszą, jest w sam raz. Aparat świetny, głośnik również. Szczerze polecam.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Iphone 12 Pro jak każdy najnowszy model Iphona działa super szybko i bezproblemowo. Dla mnie nic dodać nic ująć co 2 lata wymieniany Iphone na najnowszy model - zawsze jestem zadowolony.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.885,0.115,0.5994,P
"Za krótko na komentarz, 5 dni to mało , jestem zadowolony ,przyzwyczajenie do androida w pierwszym  dniu dawało trochę irytacji z iPhone ale już teraz wiem ze do androida nie wrócę",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Jakość godna produktów Apple. Rozmiar w zupełności wystarczający (upgrade z iPhone 8). Bateria mogłaby być nieco lepsza ale w zupełności wystarcza na 1 dzień normalnego użytkowania,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Przesiadłem się na 12 z iPhone XS i jestem bardzo zadowolony. Świetne zdjęcia, bateria dłużej trzyma i bardzo dobrze leży w dłoni podczas pisania SMS... ogólnie polecam",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Wszystko Ok, szkoda tylko że sprzedawca nie polecił kupić iPhone’a 13, bo nie wiedziałem że on kosztuje troszeczkę drożej od 12, mógłbym zapłacić troszeczkę więcej i miałbym 13",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Przesiadłem  się z s8 na pierwszego ip - pierwsze dwa dni ciężkie ale po 2 tygodniach jestem bardzo zadowolony. Jakość, szybkość, świetne aparaty, bardzo szybkie ladowanie. Polecam",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.122,0.878,0.0,-0.5574,N
"Poręczny iPhone z parametrami większych braci, stylistyka nawiązująca do mojego ulubionego SE pierwszej generacji, ze zdecydowanie lepszą baterią i tewelacyjnym aparatem",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Dużo osób sugeruje sie recenzjami, że bateria jest słaba. Nie jest to prawda. Przy normalnym użytkowaniu po całym dniu zostaje ok 50% baterii. Zdjęcia igła. Ekran igła.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.117,0.812,0.071,-0.34,N
"Przesiadkowo z XS Max robi wrażenie wielkość, jeśli ktoś lubi większe smartfony. Jest bardzo wydajny, a bateria ładowana 2 dni temu właśnie sięgnęła 20% - wytrzymała.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Myślała, że już nie może być lepszego aparatu w telefonie, a tu jak zawsze Apple zaskakuje. Iphone wspaniały jak zawsze! Inne telefony nawet się do niego nie umywają.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Kiedy biorę do ręki kolejnego, nowego Iphone myśle, że lepiej być nie może jednak 12 PRO to jest mistrzostwo, a aparat przechodzi najśmielsze oczekiwania.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Żona w pracy już coraz rzadziej sięga po lustrzanke i robi zdjęcia produktów tym świetnym telefonem.
Jak się tylko nie będzie psuł to PETARDA
MATERIAŁY I JAKOŚĆ WOW",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.105,0.762,0.133,0.2342,P
"Jestem bardzo zadowolona z zakupu. Telefon spełnia moje wszelkie oczekiwania. Zgrabny, ładny, wydajny ! Bateria trzyma nawet do 2 dni przy normalnym użytkowaniu ;)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.913,0.087,0.2942,P
"Bardzo dobry kontakt ze sklepem, uprzejma i pomocna obsługa oraz szybka wysyłka. Jedyny sklep, w którym mogłam kupić od ręki wszędzie wyprzedany telefon. Polecam!",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Wykonanie jak zawsze premium. Czas pracy na baterii w miarę ok. Dzień wytrzyma przy nie intensywnym użytkowaniu. Działa wsztko mega sprawnie szybko bez problemowo,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Jak zwykle Apple niezawodny, telefon śmiga, spokojnie trzyma batarię cały dzień przy użytkowaniu non stop. Trochę brakowało guzika touch ale po 1 dniu było juz ok",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.187,0.742,0.071,-0.5574,N
"Jak to u Apple, wykonanie bardzo dobre. Od strony oprogramowania też jest bardzo dobrze, IOS to dopracowany system który działa płynnie i bezproblemowo. Polecam",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Solidne wykonanie z wysokiej klasy materiałów, prosty i intuicyjny w obsłudze, dedykowany system operacyjny zapewniający płynność działania, bardzo dobry aparat.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Jak zwykle najwyższa jakość Apple. Bardzo szybki procesor, długo trzymająca bateria. Wyglądem przypomina iPhone 5. Funkcjonalny i intuicyjny w obsłudze. Polecam.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Telefon super jak ktoś był fanem małych telefonów typu iPhone 4,5 to 12mini spełni oczekiwania co do wielkości a wnętrze telefonu naszpikowane super funkcjami",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.738,0.262,0.8316,P
Bardzo dobry sprzęt bardzo dożo nowych funkcji do odgadnięcia tego telefonu myśle ze spędzę miłe chwile przy telefonie i będzie mi służył pozdrawiamy😉😉😉,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Polecam LANTRE. Już 3-ci duży zakup w tym sklepie ( iMac 27, MacBook Pro 16, iPhone 12 Pro Max ). Stany magazynowe lepsze niż u większości konkurencji :-)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.922,0.078,0.3182,P
Kolejny IPhone w posiadaniu tym bardziej ze prezent dla żony . Oddanie pasuje do małych dłoni . Świetna jakość zdjęć fenomenalny system i podzespoły .,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Telefon bardzo intuicyjny, łatwy w obsłudze, a co za tym idzie przyjemny w użytkowaniu. Jakość wykonania bardzo dobra, z czystym sumieniem polecam.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Nigdy nie miałam wcześnej IPhone'a, a szybko się go uczę. Ważnu jest dla mnie dobry aparat i pojemność pamięci wewnętrznej. Wszystko to dostałam.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Wszystko eleganckie, jednak bateria powinna trzymać dłużej, zwłaszcza, ze wszystkie opcje energooszczędne poszły w ruch i dalej jest za krótko :(",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.127,0.873,0.0,-0.4404,N
Telefon żyleta powiem jedno kiedyś myślałem ze tylko Samsung się liczy dziś wiem ze to był błąd tylko Apple nr jeden na rynku Polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Świetnie wykonany i niewielki rozmiar a do tego bardzo szybki. Po aktualizacji czas pracy na jednym ładowaniu znacznie się poprawił. Polecam.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.153,0.847,0.0,-0.5574,N
Kolejny telefon Apple cóż świetne urządzenie dla mnie perfekcyjne. Idealnie leży w dłoni obsługa jednym kciukiem podczas trzymania telefonu.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Przeskoczyłem z androida na IOS i nie żałuje chociaż byłem cały czas przeciwny wobec iPhone w tej wersji jak najbardziej polecam!!,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Produkt super, natomiast obsługa kierownika sklepu na ul grunwaldzkiej w Gdańsku jeszcze lepsza. Odpowiedni człowiek na tym miejscu. Polecam",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.822,0.178,0.5994,P
Wszystko jak w poprzednim modelu. Wyglada lepiej ale w zestawie brak zasilacza i sluchawek,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Super telefon , dobrze trzyma się w dłoni , świetne aparaty oraz jak zawsze nie zawodność płynności działania jak przystało na IOS :)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.753,0.247,0.7845,P
"Mój pierwszy prywatny iPhone, wcześniej służbowo korzystałem z iPhone 8 
Bardzo dobry telefon płynność działania, wygląd, itd 
Polecam",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Genialny telefon. Mieści się w kieszeni, zajmuje mało miejsca. No i oczywiście system iOS. Czas pracy na baterii mógłby być dłuższy.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.099,0.901,0.0,-0.296,N
"Wielkość jest dla mnie idealna. Na plus jestem zaskoczony baterią, ponieważ spodziewałem się, że jest gorsza niż w rzeczywistości.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Doskonały jak to iphone ;). Wysokiej jakości wykonanie, idealne rozmiary do obsługi jedną ręką. Aparat fotograficzny bardzo dobry.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Wytrzymała bateria, prezentuje się bardzo ładnie. Smartfon prosty w obsłudze i oferujący wiele fajnych opcji, bardzo dobry aparat.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Przesiadka z iPhone 11 Pro nie była trudna. Moza pisać smsy jedną ręką a o to przy tej przekątnej ekranu nie jest takie oczywiste,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Ładny wygląd-na zywo ładniejszy jak na zdjeciach, szybkość działania, rewelacyjne zdjecia, zmiana z 7 na 12 pro bardzo pozytywna roznica :)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.87,0.13,0.4588,P
Telefon oryginalnie zapakowany w oryginalnym pudełku. Numery imei zgodne ze sobą. Brak śladów użytkowania. Pełen legal. Polecam,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.914,0.086,0.128,P
"mogę tylko napisać, jest to produkt z bardzo wysokiej półki, za krótki czas aby napisać o używaniu ale jest po prostu śliczny!",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.156,0.844,0.0,-0.5983,N
"Najlepszy telefon. Szybki, wygodny, aparat robi piękne zdjęcia, szybko się ładuje. Bateria mogłaby dłużej trzymać jedynie.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"smartfon zgodny z oczekiwaniami, model zaawansowany funkcjonalinie bez zbędnych dodatków.
Pracuje doskonale i obsługuje 5G",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Bardzo dobry iphone.Bateria bardzo długo trzyma.Świetny ekran.Robię naprawdę świetne zdjęcia zwłaszcza w trybie panorama,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Polecam, telefon zamawiany w poniedziałek po południu, dotarł następnego dnia rano. Dobrze zapakowany, zgodny z opisem.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.194,0.806,0.0,-0.5574,N
jak ktoś przejdzie na iphona to już zostanie i tylko będzie zmieniał na nowszy. To każdy Mac-owiec już wie :),Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.864,0.136,0.4588,P
"Telefon bardzo dobrej jakości, „przesiadka” z modelu 11 na model 12 mini był dobrym wyborem. Polecam :)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.842,0.158,0.4588,P
"Od dawna używam produktów Apple'a i uważam, że są najlepsze w swojej klasie (zwłaszcza oprogramowanie)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Swietny telefon, nie rysuje sie, nie wiesza, zdiecia swietne nawet sie nie spodziewalem ze az tak dobre beda :)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.857,0.143,0.4588,P
"Jestem w pełni zadowolona. Nie żałuję przejścia z androidu na ios, no może żałuję że zrobiła to tak późno.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.109,0.891,0.0,-0.296,N
W moim przypadku wszystko przebiegło bardzo sprawnie telefon był kolejnego dnia u mnie polecam sprzedawcę,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"jakość wykonania na najlepszym poziomie, znakomicie leży dłoni - obsługa jedną ręką, trochę słaba bateria.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Oczywiście jest to urządzenie z najwyższej półki. Jeśli szukacie telefonu na lata to z czystym sumieniem polecam.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"produkt wysłany i dostarczony nazajutrz, produkt oryginalny, firmowo zapakowany , jestem zadowolony !",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Co tu pisać, mimo, że to 12, jest to przepaść jakościowa i wydajnościowa  w stosunku do konkurencji.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Jak każdy iPhone dobrze wykonany, szybki. Jedyną wadą to człowiek zawsze myśli zakładać etui czy nie.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt w 100% jak z opisu bardzo funkcjonalny w trzymaniu w ręce wielkością jestem mega zadowolona,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Super telefon, zreszta jak wszystkie tel. id Apple. Może i trochę za mały ale dla kobiety może być",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.813,0.187,0.5994,P
"Bardzo dobry smartfon. Wygodny w użytkowaniu, dobry czas pracy na baterii, aktualizacje, niewielki.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"iPhone rewelacja, zdjęcia przepiękne a na tym najbardziej mi zależało. Wszystko super, szybki itd.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.769,0.231,0.5994,P
"Jestem bardzo zadowolona. Zdjęcia robi piękne, bateria trzyma dwie doby przy korzystaniu non stop.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.145,0.855,0.0,-0.296,N
Super telefon na który czekałem! Wielkość super jeśli ktoś nie ma miejsca w kieszeni ba pół tablet,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.65,0.35,0.8439,P
"Robi wrażenie, działa płynnie. Bateria swobodnie jeden dzień jak każdy dzisiaj smartfon. Polecam.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Towar zgodny z opisem, jednak w opisie produktu powinna być informację z jakiego runku pochodzi.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
To mój pierwszy iphone i jestem nim zachwycona. Telefon użytkuje już 22 dni i wszystko jest ok.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
PRZESIADŁEM SIĘ Z ANDROIDA NA IPHONE 12 JESTEM MEGA ZADOWOLONY! SZYBKOŚĆ PRACY TELEFONU POWALA!,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Produkt nowy oryginalnie zapakowany. Wszystko zgodnie z opisem. Kontakt ze sprzedającym na 5.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Świetny produkt jakość wydajność najwyższy poziom
Najważniejszy kompaktowy rozmiar 
Nie CEGŁA",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Świetny telefon dużo większy wyświetlacz niż w modelu SE przy prawie takich samych gabarytach,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Goraco polecam.Wszystko w terminie co do dnia jaki byl ustalony .Szybka pomoc telefoniczna,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
"Duży, piękny i bateria póki co trzyma nawet do dwóch dni na jednym ładowaniu :)",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,0.824,0.176,0.4588,P
"Bardzo dobry, funkcjonalny IPhone mieszczący w wersji mini zalety standardowej dwunastki.",Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Wszystko OK. Jak ktoś chce zacząć przygodę z IPHONE to obecnie najlepszy model na start.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
Przesiadka z iPhona 7 na iPhona 12 to zupełnie nowe doświadczenie jakości apple. Plecam.,Apple,iPhone12‌Pro256GB(niebieski),100,P,0.0,1.0,0.0,0.0,P
